ds;y
2009-08-24_21;1.564573171
2009-08-24_22;1.603754065
2009-08-25_00;1.091615854
2009-08-25_01;0.778721545
2009-08-25_02;0.595093496
2009-08-25_03;0.52852439
2009-08-25_04;0.485843496
2009-08-25_05;0.478652439
2009-08-25_06;0.504611789
2009-08-25_07;0.574369919
2009-08-25_08;0.806111789
2009-08-25_09;1.05678252
2009-08-25_10;1.211772358
2009-08-25_11;1.292869919
2009-08-25_12;1.456796748
2009-08-25_13;1.471140244
2009-08-25_14;1.286697154
2009-08-25_15;1.211036585
2009-08-25_16;1.270522358
2009-08-25_17;1.409644309
2009-08-25_18;1.483211382
2009-08-25_19;1.54976626
2009-08-25_20;1.44250813
2009-08-25_21;1.676319106
2009-08-25_22;1.594260163
2009-08-26_00;1.141845528
2009-08-26_01;0.774977642
2009-08-26_02;0.590152439
2009-08-26_03;0.519235772
2009-08-26_04;0.495376016
2009-08-26_05;0.490365854
2009-08-26_06;0.53945122
2009-08-26_07;0.599317073
2009-08-26_08;0.791727642
2009-08-26_09;1.041221545
2009-08-26_10;1.139784553
2009-08-26_11;1.365278455
2009-08-26_12;1.498530488
2009-08-26_13;1.498453252
2009-08-26_14;1.360268293
2009-08-26_15;1.353186992
2009-08-26_16;1.349520325
2009-08-26_17;1.387410569
2009-08-26_18;1.435331301
2009-08-26_19;1.375355691
2009-08-26_20;1.496623984
2009-08-26_21;1.714382114
2009-08-26_23;1.479060976
2009-08-27_00;1.11545935
2009-08-27_01;0.753146341
2009-08-27_02;0.614252033
2009-08-27_03;0.530292683
2009-08-27_04;0.488640244
2009-08-27_05;0.505376016
2009-08-27_06;0.525471545
2009-08-27_07;0.599731707
2009-08-27_08;0.805571138
2009-08-27_09;1.04420122
2009-08-27_10;1.163060976
2009-08-27_11;1.202323171
2009-08-27_12;1.371485772
2009-08-27_13;1.570465447
2009-08-27_14;1.343831301
2009-08-27_15;1.283270325
2009-08-27_16;1.339662602
2009-08-27_17;1.43451626
2009-08-27_18;1.441563008
2009-08-27_19;1.374715447
2009-08-27_20;1.388219512
2009-08-27_21;1.626254065
2009-08-27_22;1.681833333
2009-08-27_23;1.46525
2009-08-28_00;1.077997967
2009-08-28_01;0.777863821
2009-08-28_02;0.600762195
2009-08-28_03;0.522453252
2009-08-28_04;0.496004065
2009-08-28_05;0.49152439
2009-08-28_06;0.544111789
2009-08-28_07;0.602813008
2009-08-28_08;0.775871951
2009-08-28_09;1.1355
2009-08-28_10;1.28975
2009-08-28_11;1.346621951
2009-08-28_12;1.435613821
2009-08-28_13;1.606845528
2009-08-28_15;1.324477642
2009-08-28_16;1.388172764
2009-08-28_17;1.395038618
2009-08-28_18;1.396034553
2009-08-28_19;1.381380081
2009-08-28_21;1.609455285
2009-08-28_22;1.64375
2009-08-28_23;1.425752033
2009-08-29_00;1.112569106
2009-08-29_01;0.836044715
2009-08-29_02;0.658888211
2009-08-29_03;0.557166667
2009-08-29_04;0.499089431
2009-08-29_05;0.473623984
2009-08-29_06;0.522538618
2009-08-29_07;0.530345528
2009-08-29_08;0.707699187
2009-08-29_09;0.992520325
2009-08-29_10;1.179424797
2009-08-29_12;1.517656504
2009-08-29_13;1.701628049
2009-08-29_14;1.594054878
2009-08-29_15;1.379890244
2009-08-29_16;1.38521748
2009-08-29_17;1.389095528
2009-08-29_18;1.420674797
2009-08-29_19;1.421067073
2009-08-29_20;1.526902439
2009-08-29_21;1.719191057
2009-08-29_22;1.644028455
2009-08-29_23;1.421447154
2009-08-30_00;1.053715447
2009-08-30_01;0.858058943
2009-08-30_02;0.656849593
2009-08-30_03;0.584426829
2009-08-30_04;0.538626016
2009-08-30_05;0.496666667
2009-08-30_06;0.526792683
2009-08-30_07;0.548689024
2009-08-30_09;0.888743902
2009-08-30_10;1.268918699
2009-08-30_11;1.486150407
2009-08-30_12;1.820626016
2009-08-30_13;1.932886179
2009-08-30_14;1.790237805
2009-08-30_15;1.659079268
2009-08-30_16;1.476373984
2009-08-30_17;1.391426829
2009-08-30_18;1.289518293
2009-08-30_19;1.356402439
2009-08-30_20;1.574987805
2009-08-30_21;1.753772358
2009-08-30_22;1.602693089
2009-08-30_23;1.416418699
2009-08-31_00;1.041052846
2009-08-31_01;0.727329268
2009-08-31_02;0.586264228
2009-08-31_03;0.52050813
2009-08-31_04;0.493020325
2009-08-31_05;0.496243902
2009-08-31_06;0.530050813
2009-08-31_07;0.667341463
2009-08-31_08;0.867091463
2009-08-31_09;1.069613821
2009-08-31_10;1.243916667
2009-08-31_11;1.269650407
2009-08-31_12;1.339268293
2009-08-31_13;1.573252033
2009-08-31_14;1.466050813
2009-08-31_15;1.434434959
2009-08-31_16;1.52270935
2009-08-31_18;1.608640244
2009-08-31_19;1.463528455
2009-08-31_20;1.609323171
2009-08-31_21;1.799833333
2009-08-31_22;1.823050813
2009-08-31_23;1.435552846
2009-09-01_00;0.955623984
2009-09-01_01;0.698762195
2009-09-01_02;0.576174797
2009-09-01_03;0.514247967
2009-09-01_04;0.487365854
2009-09-01_05;0.502504065
2009-09-01_06;0.527168699
2009-09-01_07;0.662697154
2009-09-01_08;1.05274187
2009-09-01_09;1.145132114
2009-09-01_10;1.16925813
2009-09-01_11;1.154270325
2009-09-01_12;1.33878252
2009-09-01_13;1.484485772
2009-09-01_14;1.469063008
2009-09-01_15;1.428363821
2009-09-01_16;1.526796748
2009-09-01_17;1.525067073
2009-09-01_18;1.460416667
2009-09-01_19;1.453607724
2009-09-01_20;1.43273374
2009-09-01_21;1.766443089
2009-09-01_22;1.681182927
2009-09-01_23;1.39297561
2009-09-02_00;0.967760163
2009-09-02_01;0.694479675
2009-09-02_02;0.559457317
2009-09-02_03;0.51324187
2009-09-02_04;0.484711382
2009-09-02_05;0.502969512
2009-09-02_06;0.530664634
2009-09-02_07;0.698861789
2009-09-02_08;0.998337398
2009-09-02_09;1.167672764
2009-09-02_10;1.248642276
2009-09-02_11;1.239756098
2009-09-02_12;1.355760163
2009-09-02_13;1.53400813
2009-09-02_14;1.432912602
2009-09-02_15;1.40327439
2009-09-02_16;1.464176829
2009-09-02_17;1.503052846
2009-09-02_18;1.61025813
2009-09-02_20;1.654085366
2009-09-02_21;1.865979675
2009-09-02_22;1.667386179
2009-09-02_23;1.384030488
2009-09-03_00;0.989528455
2009-09-03_01;0.679786585
2009-09-03_02;0.554
2009-09-03_03;0.518130081
2009-09-03_04;0.484469512
2009-09-03_05;0.499656504
2009-09-03_06;0.543105691
2009-09-03_07;0.675073171
2009-09-03_08;1.065969512
2009-09-03_09;1.177288618
2009-09-03_10;1.211926829
2009-09-03_11;1.212603659
2009-09-03_12;1.310432927
2009-09-03_13;1.448327236
2009-09-03_14;1.334089431
2009-09-03_15;1.394556911
2009-09-03_16;1.391900407
2009-09-03_17;1.426589431
2009-09-03_18;1.37222561
2009-09-03_19;1.397325203
2009-09-03_20;1.453479675
2009-09-03_21;1.75379878
2009-09-03_22;1.767786585
2009-09-03_23;1.400878049
2009-09-04_00;1.047563008
2009-09-04_01;0.704949187
2009-09-04_02;0.549487805
2009-09-04_03;0.494855691
2009-09-04_04;0.490965447
2009-09-04_06;0.523817073
2009-09-04_07;0.653256098
2009-09-04_08;1.052502033
2009-09-04_09;1.189197154
2009-09-04_10;1.20803252
2009-09-04_11;1.294630081
2009-09-04_12;1.350894309
2009-09-04_13;1.418835366
2009-09-04_14;1.309101626
2009-09-04_15;1.387026423
2009-09-04_16;1.461479675
2009-09-04_17;1.433042683
2009-09-04_19;1.332707317
2009-09-04_20;1.372855691
2009-09-04_21;1.700113821
2009-09-04_22;1.647184959
2009-09-04_23;1.403573171
2009-09-05_00;1.101353659
2009-09-05_01;0.805191057
2009-09-05_02;0.611536585
2009-09-05_03;0.544193089
2009-09-05_04;0.519865854
2009-09-05_05;0.499520325
2009-09-05_06;0.536280488
2009-09-05_07;0.541613821
2009-09-05_08;0.710552846
2009-09-05_09;1.021926829
2009-09-05_10;1.231213415
2009-09-05_11;1.401591463
2009-09-05_12;1.611930894
2009-09-05_13;1.706489837
2009-09-05_14;1.592808943
2009-09-05_15;1.433839431
2009-09-05_16;1.375018293
2009-09-05_17;1.418313008
2009-09-05_18;1.493300813
2009-09-05_19;1.434479675
2009-09-05_20;1.612205285
2009-09-05_21;1.732871951
2009-09-05_22;1.562514228
2009-09-05_23;1.321676829
2009-09-06_00;1.051867886
2009-09-06_01;0.783146341
2009-09-06_02;0.642926829
2009-09-06_03;0.544050813
2009-09-06_04;0.511855691
2009-09-06_05;0.496310976
2009-09-06_06;0.506953252
2009-09-06_07;0.518560976
2009-09-06_08;0.691205285
2009-09-06_09;1.01270935
2009-09-06_10;1.278154472
2009-09-06_11;1.606973577
2009-09-06_12;1.810928862
2009-09-06_13;1.979485772
2009-09-06_14;1.752827236
2009-09-06_15;1.543565041
2009-09-06_16;1.402392276
2009-09-06_17;1.373256098
2009-09-06_19;1.417654472
2009-09-06_20;1.586107724
2009-09-06_21;1.698439024
2009-09-06_22;1.602418699
2009-09-06_23;1.370563008
2009-09-07_00;0.98603252
2009-09-07_01;0.705871951
2009-09-07_02;0.558900407
2009-09-07_03;0.495052846
2009-09-07_04;0.483020325
2009-09-07_05;0.472416667
2009-09-07_06;0.517565041
2009-09-07_07;0.621473577
2009-09-07_08;1.017349593
2009-09-07_09;1.049077236
2009-09-07_10;1.165617886
2009-09-07_11;1.207447154
2009-09-07_12;1.219934959
2009-09-07_13;1.388111789
2009-09-07_15;1.345180894
2009-09-07_16;1.431506098
2009-09-07_17;1.570363821
2009-09-07_18;1.632731707
2009-09-07_19;1.534046748
2009-09-07_20;1.606264228
2009-09-07_21;1.768243902
2009-09-07_22;1.618973577
2009-09-07_23;1.306829268
2009-09-08_00;0.943819106
2009-09-08_01;0.682471545
2009-09-08_02;0.552926829
2009-09-08_03;0.512949187
2009-09-08_04;0.495920732
2009-09-08_06;0.559644309
2009-09-08_07;0.717876016
2009-09-08_08;1.00746748
2009-09-08_09;1.139073171
2009-09-08_10;1.141691057
2009-09-08_11;1.211552846
2009-09-08_12;1.262394309
2009-09-08_13;1.423176829
2009-09-08_14;1.325487805
2009-09-08_15;1.374973577
2009-09-08_16;1.368109756
2009-09-08_17;1.462142276
2009-09-08_18;1.48722561
2009-09-08_20;1.453300813
2009-09-08_21;1.758977642
2009-09-08_23;1.36020935
2009-09-09_00;0.97049187
2009-09-09_01;0.678621951
2009-09-09_02;0.550542683
2009-09-09_03;0.509121951
2009-09-09_04;0.484504065
2009-09-09_05;0.477166667
2009-09-09_06;0.536882114
2009-09-09_07;0.707560976
2009-09-09_08;1.090469512
2009-09-09_09;1.154489837
2009-09-09_10;1.238754065
2009-09-09_11;1.192063008
2009-09-09_12;1.218650407
2009-09-09_13;1.33799187
2009-09-09_14;1.30295935
2009-09-09_15;1.28551626
2009-09-09_16;1.340343496
2009-09-09_17;1.383745935
2009-09-09_18;1.368646341
2009-09-09_19;1.329680894
2009-09-09_20;1.469172764
2009-09-09_21;1.793390244
2009-09-09_22;1.620128049
2009-09-09_23;1.39025
2009-09-10_00;0.953452138
2009-09-10_01;0.721336049
2009-09-10_02;0.546961303
2009-09-10_03;0.509725051
2009-09-10_04;0.471368635
2009-09-10_05;0.477885947
2009-09-10_06;0.525315682
2009-09-10_07;0.613653768
2009-09-10_08;1.079686354
2009-09-10_10;1.033325866
2009-09-10_11;1.113735234
2009-09-10_12;1.218095723
2009-09-10_13;1.275973523
2009-09-10_14;1.146885947
2009-09-10_15;1.145861507
2009-09-10_16;1.236156823
2009-09-10_17;1.38403055
2009-09-10_18;1.346672098
2009-09-10_19;1.326983707
2009-09-10_20;1.458374745
2009-09-10_21;1.753625255
2009-09-10_22;1.672835031
2009-09-10_23;1.367338086
2009-09-11_00;1.000965377
2009-09-11_01;0.698107943
2009-09-11_02;0.565158859
2009-09-11_03;0.509501018
2009-09-11_04;0.48709776
2009-09-11_05;0.473737271
2009-09-11_06;0.498456212
2009-09-11_07;0.656863544
2009-09-11_08;1.054215886
2009-09-11_09;1.166818737
2009-09-11_10;1.15801222
2009-09-11_11;1.15596334
2009-09-11_12;1.211224033
2009-09-11_13;1.313934827
2009-09-11_14;1.21501222
2009-09-11_15;1.166580448
2009-09-11_16;1.227588595
2009-09-11_17;1.298619145
2009-09-11_18;1.338052953
2009-09-11_19;1.325136456
2009-09-11_20;1.466191446
2009-09-11_21;1.755008147
2009-09-11_22;1.677796334
2009-09-11_23;1.451519348
2009-09-12_00;1.083416667
2009-09-12_01;0.801601626
2009-09-12_02;0.635672764
2009-09-12_03;0.541693089
2009-09-12_05;0.487146341
2009-09-12_06;0.516469512
2009-09-12_07;0.57404878
2009-09-12_08;0.707323171
2009-09-12_09;1.056569106
2009-09-12_10;1.350121951
2009-09-12_11;1.467863821
2009-09-12_12;1.481644309
2009-09-12_13;1.618357724
2009-09-12_14;1.387977642
2009-09-12_15;1.308678862
2009-09-12_16;1.251158537
2009-09-12_17;1.273199187
2009-09-12_18;1.38674187
2009-09-12_19;1.430402439
2009-09-12_20;1.572593496
2009-09-12_21;1.792430894
2009-09-12_22;1.600207317
2009-09-13_00;1.06848374
2009-09-13_01;0.808723577
2009-09-13_02;0.654012195
2009-09-13_03;0.583351626
2009-09-13_04;0.54070122
2009-09-13_05;0.501743902
2009-09-13_06;0.493471545
2009-09-13_07;0.52270122
2009-09-13_08;0.703398374
2009-09-13_09;0.986536585
2009-09-13_10;1.373044715
2009-09-13_11;1.645199187
2009-09-13_12;1.792869919
2009-09-13_13;1.75525
2009-09-13_14;1.53429065
2009-09-13_15;1.323199187
2009-09-13_16;1.160900407
2009-09-13_17;1.046422764
2009-09-13_18;1.117794715
2009-09-13_19;1.203152439
2009-09-13_20;1.40770122
2009-09-13_21;1.721189024
2009-09-13_22;1.585077236
2009-09-13_23;1.330827236
2009-09-14_00;0.978357724
2009-09-14_01;0.679636179
2009-09-14_02;0.554654472
2009-09-14_03;0.512636179
2009-09-14_04;0.495363821
2009-09-14_05;0.489317073
2009-09-14_06;0.516514228
2009-09-14_07;0.703178862
2009-09-14_08;1.060695122
2009-09-14_09;1.220821138
2009-09-14_10;1.243715447
2009-09-14_11;1.209760163
2009-09-14_12;1.22746748
2009-09-14_13;1.32749187
2009-09-14_14;1.178256098
2009-09-14_15;1.245546748
2009-09-14_16;1.414339431
2009-09-14_17;1.510520325
2009-09-14_18;1.452833333
2009-09-14_19;1.466073171
2009-09-14_20;1.589544715
2009-09-14_21;1.743172764
2009-09-14_22;1.562512195
2009-09-14_23;1.370304878
2009-09-15_00;0.950302846
2009-09-15_01;0.683384146
2009-09-15_02;0.537831301
2009-09-15_03;0.500046748
2009-09-15_04;0.513355691
2009-09-15_05;0.500680894
2009-09-15_06;0.52953252
2009-09-15_07;0.68570122
2009-09-15_08;1.105778455
2009-09-15_09;1.075878049
2009-09-15_11;1.231565041
2009-09-15_12;1.274345528
2009-09-15_13;1.331632114
2009-09-15_14;1.288087398
2009-09-15_15;1.234652439
2009-09-15_16;1.370884146
2009-09-15_17;1.447203252
2009-09-15_18;1.52348374
2009-09-15_19;1.434851626
2009-09-15_20;1.519892276
2009-09-15_21;1.752878049
2009-09-15_22;1.67923374
2009-09-15_23;1.321642276
2009-09-16_01;0.653111789
2009-09-16_02;0.537634146
2009-09-16_03;0.496747967
2009-09-16_04;0.478321138
2009-09-16_05;0.495502033
2009-09-16_06;0.555947154
2009-09-16_09;1.109863821
2009-09-16_10;1.190981707
2009-09-16_11;1.180589431
2009-09-16_12;1.208406504
2009-09-16_13;1.338587398
2009-09-16_14;1.143479675
2009-09-16_15;1.17854065
2009-09-16_16;1.247993902
2009-09-16_17;1.414825203
2009-09-16_18;1.380617886
2009-09-16_19;1.423434959
2009-09-16_20;1.61954065
2009-09-16_21;1.743632114
2009-09-16_22;1.682735772
2009-09-16_23;1.366325203
2009-09-17_00;0.961808943
2009-09-17_01;0.686422764
2009-09-17_02;0.558719512
2009-09-17_03;0.518660569
2009-09-17_04;0.473575203
2009-09-17_05;0.485985772
2009-09-17_06;0.523591463
2009-09-17_07;0.687034553
2009-09-17_08;1.068626016
2009-09-17_09;1.078884146
2009-09-17_11;1.087924797
2009-09-17_12;1.193420732
2009-09-17_13;1.27123374
2009-09-17_14;1.180882114
2009-09-17_16;1.290686992
2009-09-17_17;1.388400407
2009-09-17_18;1.445898374
2009-09-17_19;1.406593496
2009-09-17_20;1.53771748
2009-09-17_21;1.876971545
2009-09-17_22;1.740747967
2009-09-17_23;1.459414634
2009-09-18_00;1.028335366
2009-09-18_01;0.682030488
2009-09-18_02;0.549154472
2009-09-18_03;0.510863821
2009-09-18_04;0.496823171
2009-09-18_05;0.472841463
2009-09-18_06;0.514038618
2009-09-18_07;0.716585366
2009-09-18_08;1.026335366
2009-09-18_09;1.12053252
2009-09-18_10;1.203727642
2009-09-18_11;1.148969512
2009-09-18_12;1.294319106
2009-09-18_13;1.348317073
2009-09-18_15;1.292184959
2009-09-18_16;1.314481707
2009-09-18_17;1.440957317
2009-09-18_18;1.501268293
2009-09-18_19;1.545810976
2009-09-18_20;1.648365854
2009-09-18_21;1.761002033
2009-09-18_22;1.605802846
2009-09-18_23;1.444457317
2009-09-19_00;1.151367886
2009-09-19_01;0.850184959
2009-09-19_02;0.629713415
2009-09-19_03;0.542823171
2009-09-19_04;0.503203252
2009-09-19_05;0.500713415
2009-09-19_06;0.516924797
2009-09-19_07;0.585325203
2009-09-19_08;0.690953252
2009-09-19_09;1.042067073
2009-09-19_10;1.31527439
2009-09-19_11;1.527280488
2009-09-19_12;1.623495935
2009-09-19_13;1.708002033
2009-09-19_14;1.504788618
2009-09-19_15;1.434382114
2009-09-19_16;1.378668699
2009-09-19_17;1.432227642
2009-09-19_18;1.410132114
2009-09-19_19;1.43596748
2009-09-19_20;1.662412602
2009-09-19_21;1.72648374
2009-09-19_22;1.61620122
2009-09-19_23;1.360628049
2009-09-20_00;1.001349593
2009-09-20_01;0.816109756
2009-09-20_02;0.626445122
2009-09-20_03;0.558711382
2009-09-20_04;0.51599187
2009-09-20_05;0.502630081
2009-09-20_06;0.507613821
2009-09-20_07;0.562489837
2009-09-20_08;0.678615854
2009-09-20_09;0.869235772
2009-09-20_10;1.348325203
2009-09-20_11;1.596400407
2009-09-20_12;1.779319106
2009-09-20_13;1.898207317
2009-09-20_14;1.718691057
2009-09-20_15;1.482506098
2009-09-20_16;1.385987805
2009-09-20_17;1.296276423
2009-09-20_18;1.375142276
2009-09-20_19;1.343857724
2009-09-20_20;1.610914634
2009-09-20_21;1.728729675
2009-09-20_22;1.654390244
2009-09-20_23;1.315510163
2009-09-21_00;0.97698374
2009-09-21_01;0.665382114
2009-09-21_02;0.53877439
2009-09-21_03;0.500099593
2009-09-21_04;0.465046748
2009-09-21_06;0.50370935
2009-09-21_07;0.643156504
2009-09-21_08;1.029827236
2009-09-21_10;1.118349593
2009-09-21_11;1.276778455
2009-09-21_12;1.375835366
2009-09-21_13;1.506719512
2009-09-21_14;1.416646341
2009-09-21_15;1.420465447
2009-09-21_16;1.375819106
2009-09-21_17;1.480723577
2009-09-21_18;1.456833333
2009-09-21_19;1.462772358
2009-09-21_20;1.754609756
2009-09-21_21;1.82246748
2009-09-21_22;1.683215447
2009-09-21_23;1.384869919
2009-09-22_00;0.953306911
2009-09-22_01;0.680339431
2009-09-22_02;0.576660569
2009-09-22_03;0.516343496
2009-09-22_04;0.478256098
2009-09-22_06;0.515333333
2009-09-22_08;1.035565041
2009-09-22_09;1.112052846
2009-09-22_10;1.197772358
2009-09-22_11;1.222904472
2009-09-22_12;1.18148374
2009-09-22_13;1.29975
2009-09-22_14;1.217357724
2009-09-22_15;1.298221545
2009-09-22_16;1.232591463
2009-09-22_17;1.34829878
2009-09-22_18;1.393434959
2009-09-22_20;1.659331301
2009-09-22_21;1.866987805
2009-09-22_22;1.764819106
2009-09-22_23;1.41104878
2009-09-23_00;0.930134146
2009-09-23_01;0.661095528
2009-09-23_02;0.530485772
2009-09-23_03;0.51576626
2009-09-23_04;0.49123374
2009-09-23_05;0.475099593
2009-09-23_06;0.527770325
2009-09-23_07;0.705093496
2009-09-23_08;1.004408537
2009-09-23_09;1.094859756
2009-09-23_10;1.175526423
2009-09-23_11;1.119573171
2009-09-23_13;1.326054878
2009-09-23_14;1.29801626
2009-09-23_15;1.168565041
2009-09-23_16;1.281345528
2009-09-23_17;1.439916667
2009-09-23_18;1.471939024
2009-09-23_19;1.42576626
2009-09-23_20;1.672930894
2009-09-23_22;1.622077236
2009-09-23_23;1.36000813
2009-09-24_00;0.986699187
2009-09-24_01;0.688042683
2009-09-24_02;0.552310976
2009-09-24_03;0.535101626
2009-09-24_04;0.519223577
2009-09-24_05;0.49147561
2009-09-24_06;0.523729675
2009-09-24_07;0.659319106
2009-09-24_08;1.056014228
2009-09-24_09;1.083071138
2009-09-24_10;1.112006098
2009-09-24_11;1.178609756
2009-09-24_13;1.323916667
2009-09-24_14;1.267006098
2009-09-24_15;1.24825813
2009-09-24_16;1.248081301
2009-09-24_17;1.396849593
2009-09-24_18;1.474422764
2009-09-24_19;1.407010163
2009-09-24_20;1.619046748
2009-09-24_21;1.805853659
2009-09-24_22;1.626504065
2009-09-24_23;1.352229675
2009-09-25_00;1.010207317
2009-09-25_01;0.689819106
2009-09-25_02;0.551036585
2009-09-25_03;0.544786585
2009-09-25_04;0.507934959
2009-09-25_05;0.486380081
2009-09-25_06;0.502207317
2009-09-25_07;0.674428862
2009-09-25_09;1.065079268
2009-09-25_11;1.163170732
2009-09-25_13;1.313542683
2009-09-25_14;1.177331301
2009-09-25_15;1.208587398
2009-09-25_16;1.236932927
2009-09-25_17;1.269357724
2009-09-25_18;1.48698374
2009-09-25_19;1.424695122
2009-09-25_20;1.614260163
2009-09-25_21;1.689
2009-09-25_22;1.612642276
2009-09-25_23;1.360660569
2009-09-26_00;1.108863821
2009-09-26_01;0.826973577
2009-09-26_02;0.631995935
2009-09-26_03;0.54727439
2009-09-26_04;0.508556911
2009-09-26_05;0.493441057
2009-09-26_06;0.500924797
2009-09-26_07;0.548341463
2009-09-26_08;0.67829878
2009-09-26_09;0.989105691
2009-09-26_10;1.292581301
